title,extract,content,link
Thập niên 2000,"Thập niên 2000 hay thập kỷ 2000 chỉ đến những năm từ 2000 đến 2009, kể cả hai năm đó. Không chính thức, nó cũng có thể bao gồm vài năm vào cuối thập niên trước hay vào đầu thập niên sau. Đây là thập kỷ đầu tiên của thế kỷ 21.","Từ trên cùng bên trái, theo chiều kim đồng hồ: Trung tâm Thương mại Thế giới bốc cháy và Tượng Nữ thần Tự do trong vụ tấn công ngày 11 tháng 9 năm 2001; đồng euro trở thành đơn vị tiền tệ châu Âu vào năm 2002; bức tượng Saddam Hussein bị lật đổ trong Chiến tranh Iraq vào năm 2003, và vào năm 2006, Hussein bị hành quyết vì tội ác chống lại loài người; Quân đội Hoa Kỳ đang hướng tới một máy bay trực thăng của quân đội ở Afghanistan trong Chiến tranh chống khủng bố ; mạng xã hội thông qua Internet đã lan rộng ra khắp thế giới; một người lính Trung Quốc đang nhìn vào Thế vận hội Mùa hè 2008 đang bắt đầu ở Bắc Kinh ; cuộc khủng hoảng kinh tế lớn nhất kể từ khi cuộc Đại khủng hoảng xảy ra trên thế giới vào năm 2008; một trận sóng thần từ trận động đất ở Ấn Độ Dương giết chết hơn 230.000 người vào năm 2004 và trở thành trận động đất mạnh nhất kể từ trận động đất ở Alaska năm 1964 Thiên niên kỷ : thiên niên kỷ 3 Thế kỷ : thế kỷ 20 – thế kỷ 21 – thế kỷ 22 Thập niên : thập niên 1990 – thập niên 2000 – thập niên 2010 Năm: 2000 2001 2002 2003 2004 2005 2006 2007 2008 2009 Thể loại: Sinh – Mất – Kiến trúc Thành lập – Phá hủy Thập niên 2000 hay thập kỷ 2000 chỉ đến những năm từ 2000 đến 2009 , kể cả hai năm đó. Không chính thức, nó cũng có thể bao gồm vài năm vào cuối thập niên trước hay vào đầu thập niên sau . Đây là thập kỷ đầu tiên của thế kỷ 21 . Sự kiện [ sửa | sửa mã nguồn ] Năm 2001 [ sửa | sửa mã nguồn ] 11 tháng 9 : Sự kiện 11 tháng 9 tại Hoa Kỳ do Al-Qaeda thực hiện. [ 1 ] Tham khảo [ sửa | sửa mã nguồn ] ^ ""Khủng bố 11/9, ký ức đau thương kinh hoàng của toàn nước Mỹ"" . Báo Pháp luật . ngày 11 tháng 9 năm 2016 . Truy cập ngày 11 tháng 9 năm 2016 . Bài viết về các sự kiện trong năm này vẫn còn sơ khai . Bạn có thể giúp Wikipedia mở rộng nội dung để bài được hoàn chỉnh hơn. x t s Wikimedia Commons có thêm hình ảnh và phương tiện truyền tải về Thập niên 2000 . Lấy từ “ https://vi.wikipedia.org/w/index.php?title=Thập_niên_2000&oldid=69243714 ”",https://vi.wikipedia.org/wiki/Thập_niên_2000
Vũ Như Thành,"Vũ Như Thành (sinh ngày 28 tháng 8 năm 1981 tại Nam Định) là một huấn luyện viên bóng đá người Việt Nam hiện đang dẫn dắt câu lạc bộ Phú Thọ thi đấu tại V.League 2. Thời còn là cầu thủ, anh thi đấu ở vị trí trung vệ và là cựu tuyển thủ của đội tuyển Việt Nam. Anh được coi là một trong những trung vệ xuất sắc nhất lịch sử của bóng đá Việt Nam. Tại giải vô địch bóng đá Đông Nam Á 2008, Như Thành được góp mặt trong tất cả các trận đấu của đội tuyển, đồng thời cũng là người giữ vai trò chủ đạo trong hàng phòng ngự, đây được coi là một giải đấu thành công của anh khi cùng đội tuyển Việt Nam đăng quang ngôi vô địch AFF Suzuki Cup 2008.","Vũ Như Thành Như Thành trong màu áo Việt Nam tại AFF Cup 2008 Thông tin cá nhân Tên đầy đủ Vũ Như Thành Ngày sinh 28 tháng 8, 1981 (43 tuổi) Nơi sinh Mỹ Lộc , Nam Định , Việt Nam Chiều cao 1,82 m (6 ft 0 in) Vị trí Trung vệ Thông tin đội Đội hiện nay Phú Thọ (Huấn luyện viên) Sự nghiệp cầu thủ trẻ Năm Đội Nam Định 1998–2001 Thể Công Sự nghiệp cầu thủ chuyên nghiệp* Năm Đội ST ( BT ) 2001–2004 Thể Công 40 (3) 2007–2009 Becamex Bình Dương 19 (1) 2010–2012 The Vissai Ninh Bình 11 (0) 2013 Vicem Hải Phòng 11 (0) 2014 Hùng Vương An Giang 19 (0) 2014–2016 XM Fico Tây Ninh 11 (0) 2017–2018 Phù Đổng 14 (0) Sự nghiệp đội tuyển quốc gia Năm Đội ST ( BT ) 2001–2003 U-23 Việt Nam 40 (1) 2003–2010 Việt Nam 50 (2) Sự nghiệp quản lý Năm Đội 2021–2023 Phú Thọ 2023- Công An Hà Nội (Trợ Lý) Thành tích huy chương Đại diện cho Việt Nam Bóng đá nam AFF Cup Vô địch Indonesia & Thái Lan 2008 *Số trận ra sân và số bàn thắng ở câu lạc bộ tại giải quốc gia Vũ Như Thành (sinh ngày 28 tháng 8 năm 1981 tại Nam Định ) là một huấn luyện viên bóng đá người Việt Nam hiện đang dẫn dắt câu lạc bộ Phú Thọ thi đấu tại V.League 2 . Thời còn là cầu thủ, anh thi đấu ở vị trí trung vệ và là cựu tuyển thủ của đội tuyển Việt Nam . Anh được coi là một trong những trung vệ xuất sắc nhất lịch sử của bóng đá Việt Nam. [ 1 ] Tại giải vô địch bóng đá Đông Nam Á 2008 , Như Thành được góp mặt trong tất cả các trận đấu của đội tuyển, đồng thời cũng là người giữ vai trò chủ đạo trong hàng phòng ngự, đây được coi là một giải đấu thành công của anh khi cùng đội tuyển Việt Nam đăng quang ngôi vô địch AFF Suzuki Cup 2008 . Sự nghiệp cầu thủ [ sửa | sửa mã nguồn ] Vũ Như Thành khởi đầu sự nghiệp không mấy suôn sẻ khi cuối năm 2003 anh bị dính vào nghi vấn bán độ của đội tuyển quốc gia Việt Nam tại cúp JVC mà tại giải đó anh được mang băng đội trưởng. Mặc dù chứng cớ không thực sự rõ ràng, anh vẫn chịu án phạt rất nặng của Liên đoàn bóng đá Việt Nam là treo giò 5 năm để răn đe. [ 2 ] Cho đến nay, án phạt của Vũ Như Thành vẫ",https://vi.wikipedia.org/wiki/Vũ_Như_Thành
Báo thù (phim 2009),"Báo thù (tiếng Trung: 復仇; Hán-Việt: Phục cừu, tiếng Anh: Vengeance) là một bộ phim điện ảnh thuộc thể loại tội phạm – hành động – chính kịch vào công chiếu năm 2009 do Pháp và Hồng Kông hợp tác sản xuất. Tác phẩm do Đỗ Kỳ Phong làm đạo diễn và đồng sản xuất từ phần kịch bản của Vi Gia Huy, với sự tham gia diễn xuất của các diễn viên gồm Johnny Hallyday, Huỳnh Thu Sinh, Lâm Gia Đống, Lâm Tuyết, Nhậm Đạt Hoa, Diệp Tuyền và Sylvie Testud. Tác phẩm theo chân Francis Costello, một đầu bếp người Pháp và là cựu sát thủ có người con gái, con rể và hai cháu ngoại bị tấn công bởi một băng nhóm của hội Tam Hoàng. Costello đến Ma Cao để bắt tay vào công cuộc trả thù dưới sự trợ giúp của ba sát thủ. Do hãng phim Ngân Hà sản xuất và được phát hành bởi ARP Sélection tại Pháp và hãng phim Hoàn Á tại Hồng Kông, Báo thù được xem là tác phẩm khai thác đầy đủ các chủ đề về ám sát, bạo lực và sức ảnh hưởng của hội Tam Hoàng trong xã hội hiện đại. Ý tưởng cho việc Đỗ Kỳ Phong thực hiện một bộ phim tiếng Anh xuất phát từ cặp vợ chồng Michèle Pétin và Laurent Pétin, hai nhà sáng lập của ARP, những người đã nghĩ đến Alain Delon cho vai chính. Năm 2006, sau khi Delon từ chối vai diễn này, cặp vợ chồng nhà Pétin đã chọn Johnny Hallyday, người được chọn vào vai chính sau cuộc gặp với Kỳ Phong vào đầu năm 2008. Bộ phim được ghi hình từ tháng 11 năm 2008 đến tháng 1 năm 2009 tại các địa điểm ở Hồng Kông và Ma Cao, với đoàn làm phim chủ yếu đến từ Hồng Kông. Báo thù là một trong ba tác phẩm của điện ảnh Trung Quốc được chọn đi tranh giải Cành cọ vàng tại Liên hoan phim Cannes 2009 dù không được đoạt giải. Tác phẩm sau đó có buổi công chiếu rộng rãi trên đất Pháp từ ngày 20 tháng 5 năm 2009 và tại Hồng Kông từ ngày 20 tháng 8 cùng năm. Ngoài ra bộ phim cũng có buổi ra mắt ở Bắc Mỹ tại Liên hoan phim quốc tế Toronto lần thứ 34. Sau khi ra mắt, Báo thù nhìn chung nhận về những lời khen ngợi nhiệt liệt, trong đó phần diễn xuất của Hallyday, cách chỉ đạo bộ phim của Đỗ Kỳ Phong, việc bố trí quay phim và cách dựng phim được các nhà phê bình điện ảnh đánh giá rất cao. Trong thời gian ra rạp, bộ phim chỉ thu về hơn 1,3 triệu USD trên toàn thế giới so với kinh phí sản xuất lên đến 11,5 triệu USD (tức 9 triệu EUR), dù vậy bộ phim cũng đã được phát hành ở các nước châu Á và một phần của các nước châu Âu. Tại Hoa Kỳ, bộ phim được phân phối bởi IFC Films, công ty này cung cấp dịch vụ lựa chọn video theo yêu cầu trên các định dạng truyền hình dưới hình thức trả tiền. Tác phẩm được đề cử ở hạng mục Nhạc phim hay nhất dành cho La Thái Hữu tại giải thưởng điện ảnh Hồng Kông lần thứ 29.","Báo thù Áp phích phim Đạo diễn Đỗ Kỳ Phong Biên kịch Vi Gia Huy Sản xuất Michèle Pétin Laurent Pétin Lâm Kiến Nhạc Trang Trừng Vi Gia Huy Đỗ Kỳ Phong Diễn viên Johnny Hallyday Huỳnh Thu Sinh Lâm Gia Đống Lâm Tuyết Nhậm Đạt Hoa Diệp Tuyền Sylvie Testud Quay phim Trịnh Triệu Cường Dựng phim David Richardson Âm nhạc La Thái Hữu Hãng sản xuất Hãng phim Ngân Hà Phát hành ARP Sélection Madman Films Hãng phim Hoàn Á Công chiếu 20 tháng 5 năm 2009 ( 2009-05-20 ) ( Pháp ) 20 tháng 8 năm 2009 ( 2009-08-20 ) ( Hồng Kông ) Thời lượng 109 phút Quốc gia Hồng Kông Pháp Ngôn ngữ Tiếng Quảng Đông Tiếng Anh Tiếng Pháp Kinh phí 11,5 triệu USD (9 triệu EUR ) Doanh thu 1,3 triệu USD [ 1 ] Báo thù ( tiếng Trung : 復仇 ; Hán-Việt : Phục cừu , tiếng Anh : Vengeance ) là một bộ phim điện ảnh thuộc thể loại tội phạm – hành động – chính kịch vào công chiếu năm 2009 do Pháp và Hồng Kông hợp tác sản xuất. [ 2 ] [ 3 ] Tác phẩm do Đỗ Kỳ Phong làm đạo diễn và đồng sản xuất từ phần kịch bản của Vi Gia Huy , với sự tham gia diễn xuất của các diễn viên gồm Johnny Hallyday , Huỳnh Thu Sinh , Lâm Gia Đống , Lâm Tuyết , Nhậm Đạt Hoa , Diệp Tuyền và Sylvie Testud . Tác phẩm theo chân Francis Costello, một đầu bếp người Pháp và là cựu sát thủ có người con gái, con rể và hai cháu ngoại bị tấn công bởi một băng nhóm của hội Tam Hoàng . Costello đến Ma Cao để bắt tay vào công cuộc trả thù dưới sự trợ giúp của ba sát thủ. [ 4 ] Do hãng phim Ngân Hà sản xuất và được phát hành bởi ARP Sélection tại Pháp và hãng phim Hoàn Á tại Hồng Kông, Báo thù được xem là tác phẩm khai thác đầy đủ các chủ đề về ám sát, bạo lực và sức ảnh hưởng của hội Tam Hoàng trong xã hội hiện đại. Ý tưởng cho việc Đỗ Kỳ Phong thực hiện một bộ phim tiếng Anh xuất phát từ cặp vợ chồng Michèle Pétin và Laurent Pétin, hai nhà sáng lập của ARP, những người đã nghĩ đến Alain Delon cho vai chính. Năm 2006, sau khi Delon từ chối vai diễn này, cặp vợ chồng nhà Pétin đã chọn Johnny Hallyday , người được chọn vào vai chính sau cuộc gặp với Kỳ Phong vào",https://vi.wikipedia.org/wiki/Báo_thù_(phim_2009)
"Xã Ruddell, Quận Independence, Arkansas","Xã Ruddell (tiếng Anh: Ruddell Township) là một xã thuộc quận Independence, tiểu bang Arkansas, Hoa Kỳ. Năm 2010, dân số của xã này là 10.164 người.","Xã Ruddell Ruddell Township — Xã — Vị trí trong Quận Independence , Arkansas Vị trí quận Independence trong tiểu bang Arkansas ở Hoa Kỷ Xã Ruddell Quốc gia Hoa Kỳ Tiểu bang Arkansas Quận Quận Independence Dân số (2010) • Tổng cộng 10.164 • Mùa hè ( DST ) CDT ( UTC-4 ) Xã Ruddell ( tiếng Anh : Ruddell Township ) là một xã thuộc quận Independence , tiểu bang Arkansas , Hoa Kỳ . Năm 2010, dân số của xã này là 10.164 người. [ 1 ] Chú thích [ sửa | sửa mã nguồn ] ^ ""2010 Census Gazetteer Files"" . Cục Thống kê Dân số Hoa Kỳ . Truy cập ngày 13 tháng 10 năm 2012 . Tham khảo [ sửa | sửa mã nguồn ] American FactFinder Bài viết liên quan đến Arkansas này vẫn còn sơ khai . Bạn có thể giúp Wikipedia mở rộng nội dung để bài được hoàn chỉnh hơn. x t s Lấy từ “ https://vi.wikipedia.org/w/index.php?title=Xã_Ruddell,_Quận_Independence,_Arkansas&oldid=73341889 ”","https://vi.wikipedia.org/wiki/Xã_Ruddell,_Quận_Independence,_Arkansas"
Autoba abrupta,Autoba abrupta là một loài bướm đêm trong họ Erebidae.,"Autoba abrupta Phân loại khoa học Giới ( regnum ) Animalia Ngành ( phylum ) Arthropoda Lớp ( class ) Insecta Bộ ( ordo ) Lepidoptera Họ ( familia ) Erebidae Chi ( genus ) Autoba Loài ( species ) A. abrupta Danh pháp hai phần Autoba abrupta Walker, 1865 Danh pháp đồng nghĩa Eublemma lurida Pagenstecher, 1900 Mestleta abrupta Walker, 1865 Thalpochares wallengreni Snellen, 1880 Autoba abrupta là một loài bướm đêm trong họ Erebidae . [ 1 ] [ 2 ] Chú thích [ sửa | sửa mã nguồn ] ^ Bisby, F.A.; Roskov, Y.R.; Orrell, T.M.; Nicolson, D.; Paglinawan, L.E.; Bailly, N.; Kirk, P.M.; Bourgoin, T.; Baillargeon, G.; Ouvrard, D. (2011). ""Species 2000 & ITIS Catalogue of Life: 2011 Annual Checklist"" . Species 2000: Reading, UK . Truy cập ngày 28 tháng 6 năm 2014 . ^ Beccaloni, G. W., Scoble, M. J., Robinson, G. S. & Pitkin, B. (Editors). (2003) The Global Lepidoptera Names Index (LepIndex). (Geraadpleegd maart 2013). Liên kết ngoài [ sửa | sửa mã nguồn ] Dữ liệu liên quan tới Autoba abrupta tại Wikispecies Tư liệu liên quan tới Autoba abrupta tại Wikimedia Commons Bài viết phân họ bướm Boletobiinae này vẫn còn sơ khai . Bạn có thể giúp Wikipedia mở rộng nội dung để bài được hoàn chỉnh hơn. x t s Lấy từ “ https://vi.wikipedia.org/w/index.php?title=Autoba_abrupta&oldid=70174638 ”",https://vi.wikipedia.org/wiki/Autoba_abrupta
"Bridgeport, Pennsylvania","Bridgeport là một thị trấn thuộc quận Montgomery, tiểu bang Pennsylvania, Hoa Kỳ. Năm 2010, dân số của thị trấn này là 4554 người.","Bridgeport, Pennsylvania — Thị trấn — Vị trí trong Quận Montgomery , Pennsylvania Vị trí quận Montgomery trong tiểu bang Pennsylvania ở Hoa Kỷ Bridgeport, Pennsylvania Quốc gia Hoa Kỳ Tiểu bang Pennsylvania Quận Quận Montgomery Dân số (2010) • Tổng cộng 4.554 • Mùa hè ( DST ) EDT ( UTC-4 ) Bridgeport là một thị trấn thuộc quận Montgomery , tiểu bang Pennsylvania , Hoa Kỳ . Năm 2010, dân số của thị trấn này là 4554 người. [ 1 ] Chú thích [ sửa | sửa mã nguồn ] ^ ""2010 Census Gazetteer Files"" . Cục Thống kê Dân số Hoa Kỳ . Truy cập ngày 22 tháng 10 năm 2012 . Tham khảo [ sửa | sửa mã nguồn ] American Finder x t s Thịnh vượng chung Pennsylvania Harrisburg (thủ phủ) Chủ đề Thành phố | Chính trị | Chính quyền | Lịch sử | Địa lý | Địa chất | Dân Pennsylvania | Công viên bang | Biểu tượng | Địa điểm thu hút khách Các vùng đô thị Altoona | Philadelphia | Erie | Harrisburg–Carlisle | Johnstown | Lancaster | Lebanon | Lehigh Valley | Pittsburgh | Reading | State College | Williamsport | Scranton‑Wilkes-Barre | York - Hanover Thành phố Allentown | Altoona | Bethlehem | Chester | DuBois | Easton | Erie | Greensburg | Harrisburg | Hazleton | Johnstown | Lancaster | Lebanon | McKeesport | New Castle | Philadelphia | Pittsburgh | Pottsville | Reading | Scranton | Sunbury | Wilkes-Barre | Williamsport | York Borough lớn nhất Baldwin | Berwick | Bethel Park | Brentwood | Carlisle | Chambersburg | Columbia | Darby | Dunmore | Elizabethtown | Emmaus | Ephrata | Franklin Park | Hanover | Hummelstown | Indiana | Kingston | Lansdale | Lansdowne | Monroeville | Munhall | Murrysville | Norristown | Phoenixville | Plum | Pottstown | State College | West Chester | West Mifflin | Whitehall | Wilkinsburg | Wyomissing | Yeadon Vùng Allegheny Mountains | Allegheny National Forest | Allegheny Plateau | Atlantic Coastal Plain | Blue Ridge | Coal Region | Cumberland Valley | Delaware Valley | Dutch Country | Endless Mountains | Happy Valley | Laurel Highlands | Lehigh Valley | Main Line | Northeast","https://vi.wikipedia.org/wiki/Bridgeport,_Pennsylvania"
Vừng (định hướng),"Vừng trong tiếng Việt có thể dẫn tới tên gọi của một số loài thực vật: Sesamum indicum: vừng, mè. Careya arborea: vừng, mừng, san, vừng xoan. Artanema longifolium: vừng đất. Centranthera cochinchinensis: vừng cỏ, tam hùng nam bộ.","Vừng trong tiếng Việt có thể dẫn tới tên gọi của một số loài thực vật: Sesamum indicum : vừng, mè. Careya arborea : vừng, mừng, san, vừng xoan. Artanema longifolium : vừng đất. Centranthera cochinchinensis : vừng cỏ, tam hùng nam bộ. Trang định hướng này liệt kê những bài viết liên quan đến tiêu đề Vừng . Nếu bạn đến đây từ một liên kết trong một bài , bạn có thể muốn sửa lại để liên kết trỏ trực tiếp đến bài viết dự định. Lấy từ “ https://vi.wikipedia.org/w/index.php?title=Vừng_(định_hướng)&oldid=25368869 ”",https://vi.wikipedia.org/wiki/Vừng_(định_hướng)
Acontia umbrosa,Acontia umbrosa là một loài bướm đêm trong họ Noctuidae.,"Acontia umbrosa Phân loại khoa học Giới ( regnum ) Animalia Ngành ( phylum ) Arthropoda Lớp ( class ) Insecta Bộ ( ordo ) Lepidoptera Họ ( familia ) Noctuidae Chi ( genus ) Acontia Loài ( species ) A. umbrosa Danh pháp hai phần Acontia umbrosa Bang-Haas, 1927 Acontia umbrosa là một loài bướm đêm trong họ Noctuidae . [ 1 ] [ 2 ] Chú thích [ sửa | sửa mã nguồn ] ^ Bisby, F.A.; Roskov, Y.R.; Orrell, T.M.; Nicolson, D.; Paglinawan, L.E.; Bailly, N.; Kirk, P.M.; Bourgoin, T.; Baillargeon, G.; Ouvrard, D. (2011). ""Species 2000 & ITIS Catalogue of Life: 2011 Annual Checklist"" . Species 2000: Reading, UK . Truy cập ngày 28 tháng 6 năm 2014 . ^ Beccaloni, G. W., Scoble, M. J., Robinson, G. S. & Pitkin, B. (Editors). (2003) The Global Lepidoptera Names Index (LepIndex). (Geraadpleegd maart 2013). Liên kết ngoài [ sửa | sửa mã nguồn ] Dữ liệu liên quan tới Acontia umbrosa tại Wikispecies Tư liệu liên quan tới Acontia umbrosa tại Wikimedia Commons Bài viết về phân họ bướm Acontiinae này vẫn còn sơ khai . Bạn có thể giúp Wikipedia mở rộng nội dung để bài được hoàn chỉnh hơn. x t s Lấy từ “ https://vi.wikipedia.org/w/index.php?title=Acontia_umbrosa&oldid=70134149 ”",https://vi.wikipedia.org/wiki/Acontia_umbrosa
Kesso Barry,"Kesso Barry (sinh năm 1948) là một nhà văn tự truyện người Guinea ở Pháp. Cuốn tự truyện của bà, dành riêng cho con gái, kể lại vai trò giới hạn của sự nuôi dưỡng truyền thống của bà với tư cách là một thành viên của giới quý tộc Fulani ở Guinea-Conakry, và bà thoát khỏi cuộc sống phương Tây ở Paris.","Kesso Barry (sinh năm 1948) là một nhà văn tự truyện người Guinea ở Pháp . [ 1 ] Cuốn tự truyện của bà, dành riêng cho con gái, kể lại vai trò giới hạn của sự nuôi dưỡng truyền thống của bà với tư cách là một thành viên của giới quý tộc Fulani ở Guinea-Conakry , và bà thoát khỏi cuộc sống phương Tây ở Paris . [ 2 ] Đời sống [ sửa | sửa mã nguồn ] Cha của Kesso Barry là Al Hajj Ibrahima Sory-Dara, almamy của Mamou . Bà được giáo dục tại Koranic và các trường tiểu học ở Mamou, trước khi tiếp tục học ở Conakry và Dakar . Bà kết hôn năm 15 tuổi và có hai con. Năm 1966, sau khi ly dị chồng, bà chuyển đến Paris. Ở đó, bà theo đuổi sự nghiệp thành bàng trong thời trang, kết hôn với một người Pháp và viết tiểu thuyết tự truyện. [ 3 ] Công trình [ sửa | sửa mã nguồn ] Kesso, hoàng tử peuhle [Kesso, một bàng chúa Fulani], Paris: Seghers, 1988. ISBN 978-2232100970 Tham khảo [ sửa | sửa mã nguồn ] ^ Elisabeth Bekers (2012). ""Barry, Kesso"". Trong Emmanuel Kwaku Akyeampong; Henry Louis Gates (biên tập). Dictionary of African Biography . OUP USA. tr. 389– 90. ISBN 978-0-19-538207-5 . {{ Chú thích sách }} : Quản lý CS1: nhiều tên: danh sách biên tập viên ( liên kết ) ^ Edgard Sankara (2011). ""Kesso Barry: Autobiography, Masculinity, Ambiguity, and Limited Reception"". Postcolonial Francophone Autobiographies: From Africa to the Antilles . University of Virginia Press. tr. 74–. ISBN 978-0-8139-3171-5 . ^ Thomas O'Toole; Janice E. Baker (2005). ""Barry, Kesso Nene (1948–)"". Historical Dictionary of Guinea . Scarecrow Press. tr. 25. ISBN 978-0-8108-6545-7 . Đọc thêm [ sửa | sửa mã nguồn ] Irène Assiba Keyboardlmeida, 'Kesso Barry's Kesso , hay Tự truyện như một câu chuyện bị lật đổ', Nghiên cứu về Văn học Châu Phi Vol. 28, số 2 (Mùa hè, 1997), trang. 66 Cung82 Edgard Sankara, L'Adririation du masculin dans Kesso, hoàng tử peuhle de Kesso Barry , Itinéraires , số 1 (2008). Truy cập ngày 24 tháng 12 năm 2016. DOI: 10,4000 / hành trình.221 Liên kết ngoài [ sửa | sửa mã nguồn ] Kesso Barry ",https://vi.wikipedia.org/wiki/Kesso_Barry
Oecetis marquesi,Oecetis marquesi là một loài Trichoptera trong họ Leptoceridae. Chúng phân bố ở miền Tân bắc.,"Oecetis marquesi Phân loại khoa học Giới ( regnum ) Animalia Ngành ( phylum ) Arthropoda Lớp ( class ) Insecta Bộ ( ordo ) Trichoptera Họ ( familia ) Leptoceridae Chi ( genus ) Oecetis Loài ( species ) O. marquesi Danh pháp hai phần Oecetis marquesi J Bueno-Soria, 1981 Oecetis marquesi là một loài Trichoptera trong họ Leptoceridae . Chúng phân bố ở miền Tân bắc . Chú thích [ sửa | sửa mã nguồn ] Tham khảo [ sửa | sửa mã nguồn ] Dữ liệu liên quan tới Oecetis marquesi tại Wikispecies Bài viết liên quan đến họ côn trùng Leptoceridae này vẫn còn sơ khai . Bạn có thể giúp Wikipedia mở rộng nội dung để bài được hoàn chỉnh hơn. x t s Lấy từ “ https://vi.wikipedia.org/w/index.php?title=Oecetis_marquesi&oldid=66011803 ”",https://vi.wikipedia.org/wiki/Oecetis_marquesi
